	order_s_in_text	sentence	word	tf_idf
877	878	С	[]	[]
878	879	Желтков	['желтковый']	[1.7045794496962992]
879	880	Судя по данным следствия, смерть покойного произошла по причине растраты казенных денег	['судить', 'данные', 'следствие', 'смерть', 'покойный', 'произойти', 'причина', 'растрата', 'казённый', 'деньга']	[0.27045794496962994, 0.30056094453602805, 0.30056094453602805, 0.16833901506263613, 0.2306639441024262, 0.27045794496962994, 0.30056094453602805, 0.2528488190640618, 0.2528488190640618, 0.2403549454032318]
880	881	Так, по крайней мере, самоубийца упоминает в своем письме	['крайний', 'мера', 'самоубийца', 'упоминать', 'свой', 'письмо']	[0.45076324161604986, 0.37124303249610613, 0.5009349075600467, 0.45076324161604986, 0.21493435028758018, 0.2572019079102207]
881	882	Ввиду того что показаниями свидетелей установлена в этом акте его личная воля, решено не отправлять труп в анатомический театр» Вера думала про себя: «Почему я это предчувствовала	['ввиду', 'показание', 'свидетель', 'установить', 'акт', 'личный', 'воля', 'решить', 'отправлять', 'труп', 'анатомический', 'театр', 'вера', 'думать', 'почему', 'предчувствовать']	[0.18785059033501753, 0.18785059033501753, 0.1580305119150386, 0.18785059033501753, 0.18785059033501753, 0.1690362156060187, 0.18785059033501753, 0.1580305119150386, 0.18785059033501753, 0.15022184087701987, 0.1690362156060187, 0.14416496506401635, 0.06694443713229455, 0.11822913081584023, 0.13140746614802104, 0.18785059033501753]
882	883	Именно этот трагический исход	['именно', 'трагический', 'исход']	[0.7008398194561122, 1.0018698151200933, 1.0018698151200933]
883	884	И что это было: любовь или сумасшествие	['любовь', 'сумасшествие']	[0.6964127943202725, 1.5028047226801402]
884	885	» Целый день она ходила по цветнику и по фруктовому саду	['целый', 'день', 'ходить', 'цветник', 'фруктовый', 'сад']	[0.33426824089338003, 0.2805650251043935, 0.33426824089338003, 0.45076324161604986, 0.5009349075600467, 0.42141469844010293]
885	886	Беспокойство, которое росло в ней с минуты на минуту, как будто не давало ей сидеть на месте	['минута', 'беспокойство', 'расти', 'давать', 'сидеть', 'место']	[0.5730312701029372, 0.42937277790861145, 0.386368492813757, 0.30864448647800335, 0.27023801329334907, 0.27023801329334907]
886	887	И все ее мысли были прикованы к тому неведомому человеку, которого она никогда не видела и вряд ли когда-нибудь увидит, к этому смешному Пе Пе Же «Почем знать, может быть, твой жизненный путь пересекла настоящая, самоотверженная, истинная любовь», — вспомнились ей слова Аносова В шесть часов пришел почтальон	['пе', 'всё', 'мысль', 'приковать', 'неведомый', 'человек', 'видеть', 'вряд', 'когда-нибудь', 'увидеть', 'смешной', 'почём', 'знать', 'мочь', 'твой', 'жизненный', 'путь', 'пересечь', 'настоящий', 'самоотверженный', 'истинный', 'любовь', 'вспомниться', 'слово', 'аносов', 'шесть', 'час', 'прийти', 'почтальон']	[0.16023663026882118, 0.041158581123937873, 0.06837889786403185, 0.10018698151200935, 0.10018698151200935, 0.050474925050866926, 0.048310231486433104, 0.10018698151200935, 0.08428293968802059, 0.06421427331042184, 0.06547389200673519, 0.08428293968802059, 0.04165781965625963, 0.048718046700333494, 0.058344564675232476, 0.08011831513441059, 0.09015264832320997, 0.09015264832320997, 0.07424860649922123, 0.08428293968802059, 0.08428293968802059, 0.0464275196213515, 0.10018698151200935, 0.053021203246315415, 0.056819314989876635, 0.09015264832320997, 0.06837889786403185, 0.06421427331042184, 0.10018698151200935]
887	888	На этот раз Вера Николаевна узнала почерк Желткова и с нежностью, которой она в себе не ожидала, развернула письмо Желтков писал так: «Я не виноват, Вера Николаевна, что богу было угодно послать мне, как громадное счастье, любовь к Вам	['вера', 'николаевич', 'желтковый', 'узнать', 'почерк', 'нежность', 'ожидать', 'развернуть', 'письмо', 'писать', 'виноватый', 'бог', 'угодный', 'послать', 'громадный', 'счастие', 'любовь']	[0.10711109941167128, 0.1372140989780694, 0.17045794496962993, 0.11137290974883185, 0.1153319720512131, 0.1264244095320309, 0.1264244095320309, 0.1201774727016159, 0.07716057237306623, 0.09821083801010277, 0.10512597291841684, 0.09297407048410213, 0.11137290974883185, 0.13522897248481497, 0.1153319720512131, 0.10802557026730118, 0.06964127943202725]
888	889	Случилось так, что меня не интересует в жизни ничто: ни политика, ни наука, ни философия, ни забота о будущем счастье людей — для меня вся жизнь заключается только в Вас	['жизнь', 'случиться', 'интересовать', 'ничто', 'политика', 'наука', 'философия', 'забота', 'будущее', 'счастие', 'человек', 'весь', 'заключаться']	[0.2348402299060982, 0.17168210385945126, 0.21468638895430572, 0.18060629933147268, 0.21468638895430572, 0.21468638895430572, 0.21468638895430572, 0.1931842464068785, 0.18060629933147268, 0.15432224323900168, 0.10816055368042912, 0.09729691206243521, 0.1931842464068785]
889	890	Я теперь чувствую, что каким-то неудобным клином врезался в Вашу жизнь	['чувствовать', 'неудобный', 'клин', 'врезаться', 'ваш', 'жизнь']	[0.34189448932015926, 0.5009349075600467, 0.5009349075600467, 0.5009349075600467, 0.2547480317734363, 0.27398026822378124]
890	891	Если можете, простите меня за это	['мочь', 'простить']	[0.7307707005050024, 1.0802557026730117]
891	892	Сегодня я уезжаю и никогда не вернусь, и ничто Вам обо мне не напомнит Я бесконечно благодарен Вам только за то, что Вы существуете	['сегодня', 'уезжать', 'вернуться', 'ничто', 'напомнить', 'бесконечно', 'благодарный', 'существовать']	[0.2784322743720796, 0.3380724312120374, 0.25642086699011946, 0.3160610238300772, 0.37570118067003505, 0.37570118067003505, 0.3160610238300772, 0.3380724312120374]
892	893	Я проверял себя — это не болезнь, не маниакальная идея — это любовь, которою богу было угодно за что-то меня вознаградить Пусть я был смешон в Ваших глазах и в глазах Вашего брата, Николая Николаевича	['ваш', 'глаз', 'проверять', 'болезнь', 'маниакальный', 'идея', 'любовь', 'котора', 'бог', 'угодный', 'что-то', 'вознаградить', 'пусть', 'смешной', 'брат', 'николай', 'николаевич']	[0.160893493751644, 0.160893493751644, 0.142346286826121, 0.142346286826121, 0.1581899708084358, 0.1581899708084358, 0.07330660992844973, 0.1581899708084358, 0.09786744261484434, 0.11723464184087562, 0.11723464184087562, 0.1581899708084358, 0.1265026028438062, 0.1033798294843187, 0.12140207584338218, 0.080446746875822, 0.07221794683056283]
893	894	Уходя, я в восторге говорю: „Да святится имя Твое“ Восемь лет тому назад я увидел вас в цирке в ложе, и тогда же в первую секунду я сказал себе: я ее люблю потому, что на свете нет ничего похожего на нее, нет ничего лучше, нет ни зверя, ни растения, ни звезды, ни человека прекраснее Вас и нежнее	['уходить', 'восторг', 'говорить', 'святиться', 'имя', 'твой', 'восемь', 'год', 'назад', 'увидеть', 'цирк', 'ложа', 'первый', 'секунда', 'сказать', 'любить', 'свет', 'похожий', 'хороший', 'зверь', 'растение', 'звезда', 'человек', 'прекрасный', 'нежный']	[0.08909832779906549, 0.10113952762562471, 0.05488563959122776, 0.08909832779906549, 0.08022437781441122, 0.07001347761027897, 0.10818317798785197, 0.07001347761027897, 0.09614197816129272, 0.07705712797250622, 0.10818317798785197, 0.10818317798785197, 0.07001347761027897, 0.09614197816129272, 0.04642045621384095, 0.06652747058152297, 0.07856867040808223, 0.09226557764097047, 0.07205957850817422, 0.12022437781441121, 0.12022437781441121, 0.09614197816129272, 0.06056991006104031, 0.07100642095928027, 0.08909832779906549]
894	895	В Вас как будто бы воплотилась вся красота земли Подумайте, что мне нужно было делать	['воплотиться', 'весь', 'красота', 'земля', 'подумать', 'нужно', 'делать']	[0.42937277790861145, 0.19459382412487042, 0.2865156350514686, 0.2930524194172794, 0.3003599226240481, 0.3433642077189025, 0.25735563752919366]
895	896	Убежать в другой город	['убежать', 'город']	[1.3522897248481496, 0.9297407048410212]
896	897	Все равно сердце было всегда около Вас, у Ваших ног, каждое мгновение дня заполнено Вами, мыслью о Вас, мечтами о Вас	['всё', 'равно', 'сердце', 'около', 'ваш', 'нога', 'каждый', 'мгновение', 'день', 'заполнить', 'мысль', 'мечта']	[0.10289645280984468, 0.18562151624805306, 0.18004261711216862, 0.17094724466007963, 0.12737401588671815, 0.15763884108778697, 0.1479300436651672, 0.22538162080802493, 0.14028251255219676, 0.25046745378002333, 0.17094724466007963, 0.25046745378002333]
897	898	сладким бредом	['сладкий', 'бред']	[1.201774727016159, 1.5028047226801402]
898	899	Я очень стыжусь и мысленно краснею за мой дурацкий браслет, — ну, что же	['очень', 'стыдиться', 'мысленно', 'краснеть', 'дурацкий', 'браслет']	[0.24359023350166745, 0.5009349075600467, 0.45076324161604986, 0.40059157567205295, 0.45076324161604986, 0.3049196977174332]
899	900	— ошибка	['ошибка']	[3.0056094453602804]
900	901	Воображаю, какое он впечатление произвел на Ваших гостей Через десять минут я уеду, я успею только наклеить марку и опустить письмо в почтовый ящик, чтобы не поручать этого никому другому	['воображать', 'впечатление', 'произвести', 'ваш', 'гость', 'десять', 'минута', 'уехать', 'успеть', 'наклеить', 'марка', 'опустить', 'письмо', 'почтовый', 'ящик', 'поручать', 'никто']	[0.15909290880566465, 0.13568467300142714, 0.15909290880566465, 0.08991107003768341, 0.12367761519813744, 0.1487345994494481, 0.11797702619766355, 0.14138526200190105, 0.17680055560942826, 0.17680055560942826, 0.17680055560942826, 0.14138526200190105, 0.0907771439683132, 0.17680055560942826, 0.15909290880566465, 0.17680055560942826, 0.13102695264568454]
901	902	Вы это письмо сожгите	['письмо', 'сжечь']	[0.7716057237306622, 1.5028047226801402]
902	903	Я вот сейчас затопил печку и сжигаю все самое дорогое, что было у меня в жизни: ваш платок, который, я признаюсь, украл	['затопить', 'печка', 'сжигать', 'всё', 'самый', 'дорогой', 'жизнь', 'ваш', 'платок', 'признаться', 'украсть']	[0.27323722230548003, 0.27323722230548003, 0.27323722230548003, 0.11225067579255783, 0.15698689494613197, 0.2185044958211198, 0.14944378266751707, 0.13895347187641982, 0.24587085906329992, 0.24587085906329992, 0.27323722230548003]
903	904	Вы его забыли на стуле на балу в Благородном собрании	['забыть', 'стул', 'бал', 'благородный', 'собрание']	[0.4454916389953274, 0.4613278882048524, 0.4613278882048524, 0.5409158899392599, 0.6011218890720561]
904	905	Вашу записку, — о, как я ее целовал, — ею Вы запретили мне писать Вам	['ваш', 'записка', 'целовать', 'запретить', 'писать']	[0.3056976381281236, 0.5056976381281236, 0.4454916389953274, 0.6011218890720561, 0.3928433520404111]
905	906	Программу художественной выставки, которую Вы однажды держали в руке и потом забыли на стуле при выходе	['программа', 'художественный', 'выставка', 'однажды', 'держать', 'рука', 'забыть', 'стул', 'выход']	[0.33395660504003116, 0.33395660504003116, 0.33395660504003116, 0.2336132731520374, 0.21824630668911726, 0.15717164870375347, 0.2474953549974041, 0.25629327122491796, 0.33395660504003116]
906	907	Кончено	['конченый']	[3.0056094453602804]
907	908	Я все отрезал, но все-таки думаю и даже уверен, что Вы обо мне вспомните	['всё', 'отрезать', 'всё-таки', 'думать', 'уверенный', 'вспомнить']	[0.20579290561968935, 0.5009349075600467, 0.3504199097280561, 0.31527768217557395, 0.45076324161604986, 0.34189448932015926]
908	909	Если Вы обо мне вспомните, то	['вспомнить']	[2.0513669359209556]
909	910	я знаю, что Вы очень музыкальны, я Вас видел чаще всего на бетховенских квартетах, — так вот, если Вы обо мне вспомните, то сыграйте или прикажите сыграть сонату D-dur № 2, op	['сыграть', 'знать', 'очень', 'музыкальный', 'видеть', 'частый', 'весь', 'бетховенский', 'квартет', 'вспомнить', 'приказать', 'соната', 'd-dur', '2', 'op']	[0.3380724312120374, 0.07810841185548681, 0.0913463375631253, 0.18785059033501753, 0.09058168403706207, 0.1580305119150386, 0.08513479805463081, 0.1690362156060187, 0.18785059033501753, 0.12821043349505973, 0.13140746614802104, 0.1690362156060187, 0.18785059033501753, 0.15022184087701987, 0.1690362156060187]
910	911	2 Я не знаю, как мне кончить письмо	['2', 'знать', 'кончить', 'письмо']	[0.6008873635080795, 0.31243364742194724, 0.6008873635080795, 0.3858028618653311]
911	912	От глубины души благодарю Вас за то, что Вы были моей единственной радостью в жизни, единственным утешением, единой мыслью	['единственный', 'глубина', 'душа', 'благодарить', 'радость', 'жизнь', 'утешение', 'единый', 'мысль']	[0.5409158899392599, 0.2528488190640618, 0.18295181863045995, 0.2306639441024262, 0.2306639441024262, 0.16438816093426878, 0.30056094453602805, 0.2528488190640618, 0.20513669359209558]
912	913	Дай бог Вам счастья, и пусть ничто временное и житейское не тревожит Вашу прекрасную душу	['дать', 'бог', 'счастие', 'пусть', 'ничто', 'временной', 'житейский', 'тревожить', 'ваш', 'прекрасный', 'душа']	[0.1911381325789397, 0.16904376451654932, 0.1964101277587294, 0.2185044958211198, 0.2298625627855107, 0.27323722230548003, 0.24587085906329992, 0.27323722230548003, 0.13895347187641982, 0.1613782294529097, 0.16631983511859993]
913	914	Целую Ваши руки Г	['целый', 'ваш', 'рука', 'г']	[0.5014023613400701, 0.3821220476601545, 0.3536362095834453, 0.5401278513365059]
914	915	С	[]	[]
915	916	Ж	[]	[]
916	917	» Она пришла к мужу с покрасневшими от слез глазами и вздутыми губами и, показав письмо, сказала: — Я ничего от тебя не хочу скрывать, но я чувствую, что в нашу жизнь вмешалось что-то ужасное	['прийти', 'муж', 'покраснеть', 'слеза', 'глаз', 'вздутый', 'губа', 'показать', 'письмо', 'сказать', 'хотеть', 'скрывать', 'чувствовать', 'наш', 'жизнь', 'вмешаться', 'что-то', 'ужасный']	[0.10702378885070307, 0.09593643580041397, 0.1502544138720166, 0.1200284114081124, 0.08491601059114544, 0.16697830252001558, 0.1168066365760187, 0.11142274696446001, 0.0857339693034069, 0.06447285585255687, 0.09469885831646106, 0.16697830252001558, 0.11396482977338641, 0.0865806341121145, 0.09132675607459374, 0.16697830252001558, 0.12374767749870205, 0.14047156614670098]
917	918	Вероятно, вы с Николаем Николаевичем сделали что-нибудь не так, как нужно Князь Шеин внимательно прочел письмо, аккуратно сложил его и, долго помолчав, сказал: — Я не сомневаюсь в искренности этого человека, и даже больше, я не смею разбираться в его чувствах к тебе — Он умер	['вероятно', 'николай', 'николаевич', 'сделать', 'что-нибудь', 'нужно', 'князь', 'шеин', 'внимательно', 'прочесть', 'письмо', 'аккуратно', 'сложить', 'долго', 'помолчать', 'сказать', 'сомневаться', 'искренность', 'человек', 'большой', 'сметь', 'разбираться', 'чувство', 'умереть']	[0.12523372689001167, 0.06368700794335908, 0.05717254124086225, 0.0762299244293583, 0.09281075812402653, 0.10014789391801324, 0.061962312728433035, 0.0729307058440406, 0.10014789391801324, 0.11269081040401246, 0.06430047697755517, 0.10014789391801324, 0.11269081040401246, 0.10535367461002573, 0.10535367461002573, 0.048354641889417654, 0.11269081040401246, 0.12523372689001167, 0.06309365631358366, 0.061422105346584384, 0.10014789391801324, 0.12523372689001167, 0.08547362233003981, 0.09610997670934424]
918	919	— спросила Вера — Да, умер, я скажу, что он любил тебя, а вовсе не был сумасшедшим	['спросить', 'вера', 'умереть', 'сказать', 'любить', 'вовсе', 'сумасшедший']	[0.23219974337838206, 0.15301585630238754, 0.3295199201463231, 0.16578734362086053, 0.23759810921972488, 0.318208313568091, 0.36121259866294536]
919	920	Я не сводил с него глаз и видел каждое его движение, каждое изменение его лица	['каждый', 'сводить', 'глаз', 'видеть', 'движение', 'изменение', 'лицо']	[0.44379013099550163, 0.3380724312120374, 0.19106102383007725, 0.18116336807412414, 0.3380724312120374, 0.37570118067003505, 0.21585698055093144]
920	921	И для него не существовало жизни без тебя	['существовать', 'жизнь']	[1.3522897248481496, 0.8219408046713438]
921	922	Мне казалось, что я присутствую при громадном страдании, от которого люди умирают, и я даже почти понял, что передо мною мертвый человек	['человек', 'казаться', 'присутствовать', 'громадный', 'страдание', 'умирать', 'понять', 'мёртвый']	[0.3364995003391128, 0.21018512145038262, 0.2670610504480353, 0.25629327122491796, 0.28094313229340195, 0.28094313229340195, 0.22792965954677283, 0.28094313229340195]
922	923	Понимаешь, Вера, я не знал, как себя держать, что мне делать — Вот что, Васенька, — перебила его Вера Николаевна, — тебе не будет больно, если я поеду в город и погляжу на него	['вера', 'понимать', 'знать', 'держать', 'делать', 'васенька', 'перебить', 'николаевич', 'больно', 'поехать', 'город', 'поглядеть']	[0.1647863067871866, 0.15109359693861965, 0.09613342997598377, 0.15109359693861965, 0.13857611251571966, 0.23120072656617544, 0.19449909158773984, 0.10554930690620723, 0.23120072656617544, 0.17743380315571244, 0.14303703151400327, 0.17743380315571244]
923	924	— Нет, нет, Вера, пожалуйста, прошу тебя	['вера', 'пожалуйста', 'просить']	[0.3570369980389042, 0.7688798136747539, 0.6547389200673518]
924	925	Я сам поехал бы, но только Николай испортил мне все дело	['поехать', 'николай', 'испортить', 'всё', 'дело']	[0.4613278882048524, 0.3056976381281236, 0.6011218890720561, 0.24695148674362724, 0.3659036372609199]
925	926	Я боюсь, что буду чувствовать себя принужденным Вера Николаевна оставила свой экипаж за две улицы до Лютеранской	['бояться', 'чувствовать', 'принудить', 'вера', 'николаевич', 'оставить', 'свой', 'экипаж', 'улица', 'лютеранский']	[0.20056094453602805, 0.20513669359209558, 0.27045794496962994, 0.10711109941167128, 0.1372140989780694, 0.2227458194976637, 0.12896061017254812, 0.2306639441024262, 0.2403549454032318, 0.30056094453602805]
926	927	Она без большого труда нашла квартиру Желткова	['большой', 'труд', 'найти', 'квартира', 'желтковый']	[0.29482610566360506, 0.43210228106920473, 0.4454916389953274, 0.42050389167366736, 0.34091588993925986]
927	928	Навстречу ей вышла сероглазая старая женщина, очень полная, в серебряных очках, и так же, как вчера, спросила: — Кого вам угодно	['навстречу', 'выйти', 'сероглазый', 'старый', 'женщина', 'очень', 'полный', 'серебряный', 'очки', 'вчера', 'спросить', 'угодный']	[0.20029578783602647, 0.19221995341868847, 0.22538162080802493, 0.18004261711216862, 0.1458614116880812, 0.12179511675083372, 0.17520995486402804, 0.21070734922005147, 0.22538162080802493, 0.21070734922005147, 0.1354498503040562, 0.18562151624805306]
928	929	— Господина Желткова, — сказала княгиня Должно быть, ее костюм — шляпа, перчатки — и несколько властный тон произвели на хозяйку квартиры большое впечатление	['господин', 'желтковый', 'сказать', 'княгиня', 'должный', 'костюм', 'шляпа', 'перчатка', 'несколько', 'властный', 'тон', 'произвести', 'хозяйка', 'квартира', 'большой', 'впечатление']	[0.12040176245704097, 0.1065362156060187, 0.07253196283412648, 0.10158738772804216, 0.11434488664403746, 0.18785059033501753, 0.1690362156060187, 0.18785059033501753, 0.12040176245704097, 0.18785059033501753, 0.14416496506401635, 0.1690362156060187, 0.1580305119150386, 0.13140746614802104, 0.09213315801987658, 0.14416496506401635]
929	930	Она разговорилась — Пожалуйста, пожалуйста, вот первая дверь налево, а там	['пожалуйста', 'разговориться', 'первый', 'дверь', 'налево']	[0.7688798136747539, 0.5009349075600467, 0.2917228233761624, 0.3273694600336759, 0.42141469844010293]
930	931	сейчас	[]	[]
931	932	Он так скоро ушел от нас	['скоро', 'уйти']	[1.5028047226801402, 1.1533197205121308]
932	933	Ну, скажем, растрата	['скажем', 'растрата']	[1.3522897248481496, 1.264244095320309]
933	934	Сказал бы мне об этом	['сказать']	[1.1605114053460237]
934	935	Вы знаете, какие наши капиталы, когда отдаешь квартиры внаем холостякам	['знать', 'наш', 'капитал', 'отдавать', 'квартира', 'внаём', 'холостяк']	[0.17853351281254126, 0.22263591628829443, 0.42937277790861145, 0.42937277790861145, 0.3003599226240481, 0.42937277790861145, 0.42937277790861145]
935	936	Но какие-нибудь шестьсот — семьсот рублей я бы могла собрать и внести за него	['какой-нибудь', 'шестьсот', 'семьсот', 'рубль', 'мочь', 'собрать', 'внести']	[0.3295199201463231, 0.42937277790861145, 0.42937277790861145, 0.386368492813757, 0.20879162871571494, 0.386368492813757, 0.42937277790861145]
936	937	Если бы вы знали, что это был за чудный человек, пани	['знать', 'чудный', 'человек', 'пани']	[0.31243364742194724, 0.6761448624240748, 0.37856193788150194, 0.5766598602560654]
937	938	Восемь лет я его держала на квартире, и он казался мне совсем не квартирантом, а родным сыном Тут же в передней был стул, и Вера опустилась на него — Я друг вашего покойного квартиранта, — сказала она, подбирая каждое слово к слову	['квартирант', 'слово', 'восемь', 'год', 'держать', 'квартира', 'казаться', 'родный', 'сын', 'передний', 'стул', 'вера', 'опуститься', 'друг', 'ваш', 'покойный', 'сказать', 'подбирать', 'каждый']	[0.28624851860574096, 0.15148915213232975, 0.12878949760458566, 0.08334937810747496, 0.09353413143819311, 0.10011997420801602, 0.0900793377644497, 0.14312425930287048, 0.14312425930287048, 0.12878949760458566, 0.10983997338210769, 0.051005285434129174, 0.12878949760458566, 0.10011997420801602, 0.07278515193526752, 0.10983997338210769, 0.055262447873620175, 0.14312425930287048, 0.08453145352295269]
938	939	— Расскажите мне что-нибудь о последних минутах его жизни, о том, что он делал и что говорил — Пани, к нам пришли два господина и очень долго разговаривали	['рассказать', 'что-нибудь', 'последний', 'минута', 'жизнь', 'делать', 'говорить', 'пани', 'прислать', 'господин', 'очень', 'долго', 'разговаривать']	[0.1661931850266172, 0.17134293807512593, 0.15109359693861965, 0.1542776496430985, 0.12645243148789906, 0.13857611251571966, 0.10554930690620723, 0.17743380315571244, 0.17743380315571244, 0.14818678456251197, 0.11242626161615421, 0.19449909158773984, 0.20804457305356147]
939	940	Потом он объяснил, что ему предлагали место управляющего в экономии	['объяснить', 'предлагать', 'место', 'управлять', 'экономия']	[0.5056976381281236, 0.4807098908064636, 0.37833321861068875, 0.5409158899392599, 0.6011218890720561]
940	941	Потом пан Ежий побежал до телефона и вернулся такой веселый	['пан', 'ежье', 'побежать', 'телефон', 'вернуться', 'весёлый']	[0.45076324161604986, 0.5009349075600467, 0.45076324161604986, 0.38443990683737694, 0.34189448932015926, 0.45076324161604986]
941	942	Затем эти два господина ушли, а он сел и стал писать письмо	['затем', 'господин', 'уйти', 'сесть', 'стать', 'писать', 'письмо']	[0.42937277790861145, 0.2752040284732365, 0.3295199201463231, 0.30864448647800335, 0.27023801329334907, 0.28060239431457934, 0.22045877820876061]
942	943	Потом пошел и опустил письмо в ящик, а потом мы слышим, будто бы из детского пистолета выстрелили	['пойти', 'опустить', 'письмо', 'ящик', 'слышать', 'детский', 'пистолет', 'выстрелить']	[0.2324351762102553, 0.30044368175403974, 0.19290143093266554, 0.3380724312120374, 0.2883299301280327, 0.3380724312120374, 0.37570118067003505, 0.37570118067003505]
943	944	Мы никакого внимания не обратили	['никакой', 'внимание', 'обратить']	[0.7424860649922123, 0.8428293968802059, 1.0018698151200933]
944	945	В семь часов он всегда пил чай	['семь', 'час', 'пить', 'чай']	[0.6008873635080795, 0.5128417339802389, 0.7514023613400701, 0.6008873635080795]
945	946	Лукерья — прислуга — приходит и стучится, он не отвечает, потом еще раз, еще раз	['ещё', 'лукерья', 'прислуга', 'приходить', 'стучаться', 'отвечать']	[0.42870270486867834, 0.42937277790861145, 0.386368492813757, 0.386368492813757, 0.42937277790861145, 0.386368492813757]
946	947	И вот должны были взломать дверь, а он уже мертвый — Расскажите мне что-нибудь о браслете, — приказала Вера Николаевна — Ах, ах, ах, браслет — я и забыла	['ах', 'браслет', 'должный', 'взломать', 'дверь', 'мёртвый', 'рассказать', 'что-нибудь', 'приказать', 'вера', 'николаевич', 'забыть']	[0.42050389167366736, 0.24393575817394655, 0.12196787908697328, 0.2003739630240187, 0.13094778401347038, 0.16856587937604117, 0.1440340936897349, 0.14849721299844246, 0.14016796389122244, 0.07140739960778085, 0.09147606598537959, 0.14849721299844246]
947	948	Почему вы знаете	['почему', 'знать']	[1.0512597291841683, 0.6248672948438945]
948	949	Он, перед тем как написать письмо, пришел ко мне и сказал: «Вы католичка	['написать', 'письмо', 'прийти', 'сказать', 'католичка']	[0.4454916389953274, 0.3086422894922649, 0.3852856398625311, 0.23210228106920475, 0.5409158899392599]
949	950	» Я говорю: «Католичка»	['говорить', 'католичка']	[0.686070494890347, 1.3522897248481496]
950	951	Тогда он говорит: «У вас есть милый обычай — так он и сказал: милый обычай — вешать на изображение матки боски кольца, ожерелья, подарки	['милый', 'обычай', 'говорить', 'сказать', 'вешать', 'изображение', 'матка', 'боска', 'кольцо', 'ожерелье', 'подарок']	[0.28146433635455376, 0.41608914610712294, 0.10554930690620723, 0.08927010810354029, 0.23120072656617544, 0.20804457305356147, 0.23120072656617544, 0.23120072656617544, 0.19449909158773984, 0.23120072656617544, 0.17743380315571244]
951	952	Так вот исполните мою просьбу: вы можете этот браслет повесить на икону	['исполнить', 'просьба', 'мочь', 'браслет', 'повесить', 'икона']	[0.45076324161604986, 0.45076324161604986, 0.24359023350166745, 0.3049196977174332, 0.5009349075600467, 0.5009349075600467]
952	953	» Я ему обещала это сделать — Вы мне его покажете	['обещать', 'сделать', 'показать']	[0.8011831513441059, 0.6098393954348664, 0.6685364817867601]
953	954	— спросила Вера — Про́шу, про́шу, пани	['про́ш', 'спросить', 'вера', 'пани']	[1.0818317798785198, 0.32507964072973494, 0.21422219882334256, 0.4613278882048524]
954	955	Вот его первая дверь налево	['первый', 'дверь', 'налево']	[0.5834456467523248, 0.6547389200673518, 0.8428293968802059]
955	956	Его хотели сегодня отвезти в анатомический театр, но у него есть брат, так он упросил, чтобы его похоронить по-христианску	['хотеть', 'сегодня', 'отвезти', 'анатомический', 'театр', 'брат', 'упросить', 'похоронить', 'по-христианск']	[0.18939771663292213, 0.2474953549974041, 0.33395660504003116, 0.3005088277440332, 0.25629327122491796, 0.25629327122491796, 0.33395660504003116, 0.33395660504003116, 0.33395660504003116]
956	957	Про́шу, про́шу Вера собралась с силами и открыла дверь	['про́ш', 'вера', 'собраться', 'сила', 'открыть', 'дверь']	[0.772736985627514, 0.15301585630238754, 0.42937277790861145, 0.3433642077189025, 0.386368492813757, 0.28060239431457934]
957	958	В комнате пахло ладаном и горели три восковых свечи	['комната', 'пахнуть', 'ладан', 'гореть', 'восковой', 'свеча']	[0.36008523422433725, 0.3504199097280561, 0.5009349075600467, 0.45076324161604986, 0.5009349075600467, 0.40059157567205295]
958	959	Наискось комнаты лежал на столе Желтков	['наискось', 'комната', 'лежать', 'стол', 'желтковый']	[0.6011218890720561, 0.43210228106920473, 0.4454916389953274, 0.37833321861068875, 0.34091588993925986]
959	960	Голова его покоилась очень низко, точно нарочно ему, трупу, которому все равно, подсунули маленькую мягкую подушку	['голова', 'покоиться', 'очень', 'низко', 'точно', 'нарочно', 'труп', 'всё', 'равно', 'подсунуть', 'маленький', 'мягкий', 'подушка']	[0.13857611251571966, 0.20804457305356147, 0.11242626161615421, 0.20804457305356147, 0.12503063104989803, 0.20804457305356147, 0.18488841954094754, 0.09498134105524125, 0.17134293807512593, 0.23120072656617544, 0.14551277638872645, 0.19449909158773984, 0.20804457305356147]
960	961	Глубокая важность была в его закрытых глазах, и губы улыбались блаженно и безмятежно, как будто бы он перед расставаньем с жизнью узнал какую-то глубокую и сладкую тайну, разрешившую всю человеческую его жизнь	['глубокий', 'жизнь', 'важность', 'закрытый', 'глаз', 'губа', 'улыбаться', 'блаженно', 'безмятежно', 'расставание', 'узнать', 'сладкий', 'тайна', 'разрешить', 'весь', 'человеческий']	[0.2400568228162248, 0.18265351214918749, 0.16697830252001558, 0.1502544138720166, 0.08491601059114544, 0.1168066365760187, 0.13353052522401765, 0.16697830252001558, 0.16697830252001558, 0.1502544138720166, 0.12374767749870205, 0.13353052522401765, 0.1502544138720166, 0.16697830252001558, 0.07567537604856071, 0.16697830252001558]
